ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
231736_PM_x_at	0.00111	2.29e-08	-1.74e+01	7.352397	-5.54187333	MGST1	microsomal glutathione S-transferase 1
228409_PM_at	0.00111	4.04e-08	-1.63e+01	7.093156	-5.53221617	PLIN4	perilipin 4
200832_PM_s_at	0.00152	8.34e-08	-1.51e+01	6.73478	-6.41523667	SCD	stearoyl-CoA desaturase
225424_PM_at	0.00207	1.51e-07	-1.41e+01	6.416927	-5.420872	GPAM	glycerol-3-phosphate acyltransferase, mitochondrial
209616_PM_s_at	0.00532	5.14e-07	-1.22e+01	5.698412	-5.70671133	CES1	carboxylesterase 1
229477_PM_at	0.00532	5.83e-07	-1.21e+01	5.619371	-4.2747485	THRSP	thyroid hormone responsive
239398_PM_at	0.0067	1.18e-06	-1.11e+01	5.162163	-3.6064435	KLHL31	kelch like family member 31
207057_PM_at	0.0067	1.21e-06	-1.11e+01	5.146872	-3.00966833	SLC16A7	solute carrier family 16 member 7
219140_PM_s_at	0.0067	1.23e-06	-1.11e+01	5.131201	-5.23635483	RBP4	retinol binding protein 4
216594_PM_x_at	0.0067	1.34e-06	-1.10e+01	5.07309	-4.54104167	AKR1C1	aldo-keto reductase family 1 member C1
227242_PM_s_at	0.0067	1.38e-06	-1.09e+01	5.057855	-2.17731167	EBF3	early B-cell factor 3
229476_PM_s_at	0.0067	1.47e-06	-1.09e+01	5.012372	-4.81089417	THRSP	thyroid hormone responsive
209699_PM_x_at	0.00794	1.89e-06	-1.05e+01	4.840957	-5.52444833	AKR1C2	aldo-keto reductase family 1, member C2
224918_PM_x_at	0.00899	2.30e-06	-1.03e+01	4.70196	-5.77600317	MGST1	microsomal glutathione S-transferase 1
224327_PM_s_at	0.00931	2.55e-06	-1.02e+01	4.627889	-3.34055	DGAT2	diacylglycerol O-acyltransferase 2
231672_PM_at	0.00976	2.85e-06	-1.00e+01	4.548391	-4.26460443		
228568_PM_at	0.01064	3.31e-06	-9.87	4.442042	-3.34246033	GCOM1	GRINL1A complex locus 1
222049_PM_s_at	0.01071	3.52e-06	-9.80	4.395687	-4.01203333	RBP4	retinol binding protein 4
203680_PM_at	0.01157	4.02e-06	-9.65	4.299638	-4.561818	PRKAR2B	protein kinase cAMP-dependent type II regulatory subunit beta
236313_PM_at	0.01225	4.50e-06	-9.52	4.215571	-3.03055957	CDKN2B	cyclin dependent kinase inhibitor 2B
201467_PM_s_at	0.01225	4.70e-06	-9.47	4.18313	-2.64858033	NQO1	NAD(P)H quinone dehydrogenase 1
211162_PM_x_at	0.01276	5.13e-06	-9.37	4.118517	-5.08757717	SCD	stearoyl-CoA desaturase
219398_PM_at	0.01285	5.61e-06	-9.27	4.051315	-5.12499883	CIDEC	cell death inducing DFFA like effector c
208383_PM_s_at	0.01285	5.92e-06	-9.21	4.010147	-3.99310803	PCK1	phosphoenolpyruvate carboxykinase 1
235978_PM_at	0.01285	6.07e-06	-9.19	3.991431	-6.427412	FABP4	fatty acid binding protein 4
205913_PM_at	0.01285	6.11e-06	-9.18	3.987305	-6.34621817	PLIN1	perilipin 1
218124_PM_at	0.01288	6.36e-06	-9.14	3.957081	-2.31524833	RETSAT	retinol saturase
228766_PM_at	0.01339	6.85e-06	-9.06	3.899914	-4.46757	CD36	CD36 molecule
1556499_PM_s_at	0.01536	8.14e-06	8.87	3.767901	2.98466833	COL1A1	collagen type I alpha 1 chain
1570124_PM_at	0.01547	8.48e-06	-8.83	3.736029	-3.34385733		
239523_PM_at	0.0163	9.24e-06	-8.74	3.670371	-3.19529668	TUSC5	tumor suppressor candidate 5
223839_PM_s_at	0.01693	1.00e-05	-8.65	3.608057	-6.316825	SCD	stearoyl-CoA desaturase
204151_PM_x_at	0.01693	1.02e-05	-8.63	3.592042	-4.88892833	AKR1C1	aldo-keto reductase family 1 member C1
209581_PM_at	0.01732	1.09e-05	-8.56	3.538409	-3.99259417	PLA2G16	phospholipase A2 group XVI
239345_PM_at	0.01732	1.11e-05	-8.54	3.525964	-3.70185683	SLC19A3	solute carrier family 19 member 3
202016_PM_at	0.01732	1.17e-05	-8.49	3.487772	-4.05455333	MEST	mesoderm specific transcript
235382_PM_at	0.01732	1.18e-05	-8.48	3.476319	-2.32151905	LVRN	laeverin
213706_PM_at	0.01732	1.23e-05	-8.44	3.448199	-4.93902285	GPD1	glycerol-3-phosphate dehydrogenase 1
220736_PM_at	0.01732	1.25e-05	-8.42	3.432204	-4.16949417	SLC19A3	solute carrier family 19 member 3
218865_PM_at	0.01732	1.27e-05	-8.41	3.423245	-3.075585	MARC1	mitochondrial amidoxime reducing component 1
1565162_PM_s_at	0.01779	1.33e-05	-8.36	3.382412	-4.70078333	MGST1	microsomal glutathione S-transferase 1
211708_PM_s_at	0.0206	1.58e-05	-8.19	3.24625	-5.290135	SCD	stearoyl-CoA desaturase
201468_PM_s_at	0.02133	1.68e-05	-8.13	3.199708	-3.13967167	NQO1	NAD(P)H quinone dehydrogenase 1
209555_PM_s_at	0.02246	1.81e-05	-8.06	3.13948	-4.19735	CD36	CD36 molecule
222513_PM_s_at	0.02275	1.92e-05	-7.99	3.089886	-3.64975167	SORBS1	sorbin and SH3 domain containing 1
202428_PM_x_at	0.02275	1.96e-05	-7.98	3.075617	-2.51256	DBI	diazepam binding inhibitor, acyl-CoA binding protein
210833_PM_at	0.02275	1.99e-05	-7.96	3.061501	-2.28664333	PTGER3	prostaglandin E receptor 3
206030_PM_at	0.02275	2.00e-05	-7.96	3.058788	-2.43141833	ASPA	aspartoacylase
1557236_PM_at	0.02278	2.04e-05	-7.94	3.041133	-2.35135333	APOL6	apolipoprotein L6
237154_PM_at	0.02279	2.09e-05	-7.91	3.023157	-4.29285367	LOC101930114	uncharacterized LOC101930114
225420_PM_at	0.02279	2.12e-05	-7.90	3.008471	-5.39851067	GPAM	glycerol-3-phosphate acyltransferase, mitochondrial
225102_PM_at	0.0241	2.33e-05	-7.81	2.931726	-2.44425167	MGLL	monoglyceride lipase
203414_PM_at	0.0241	2.33e-05	-7.81	2.931225	-4.39957	MMD	monocyte to macrophage differentiation associated
213862_PM_at	0.02605	2.57e-05	-7.71	2.852218	-3.03118333	PNPLA2	patatin like phospholipase domain containing 2
214433_PM_s_at	0.02617	2.63e-05	-7.69	2.833652	-2.10583	SELENBP1	selenium binding protein 1
204388_PM_s_at	0.02659	2.72e-05	-7.66	2.805701	-3.33789883	MAOA	monoamine oxidase A
214584_PM_x_at	0.02724	2.89e-05	-7.60	2.75718	-2.25594767	ACACB	acetyl-CoA carboxylase beta
222351_PM_at	0.02724	2.89e-05	-7.60	2.756853	-3.556565	PPP2R1B	protein phosphatase 2 scaffold subunit Abeta
206243_PM_at	0.02779	3.05e-05	-7.55	2.711832	-3.7942565	TIMP4	TIMP metallopeptidase inhibitor 4
207843_PM_x_at	0.02779	3.08e-05	-7.54	2.702908	-1.78748167	CYB5A	cytochrome b5 type A
228434_PM_at	0.02779	3.10e-05	-7.54	2.698387	-3.82491833	BTNL9	butyrophilin like 9
209576_PM_at	0.02862	3.29e-05	-7.48	2.648136	-2.40857333	GNAI1	G protein subunit alpha i1
206488_PM_s_at	0.02862	3.30e-05	-7.48	2.647158	-3.94432333	CD36	CD36 molecule
238344_PM_at	0.03009	3.52e-05	-7.42	2.592353	-3.46510433		
203324_PM_s_at	0.03041	3.61e-05	-7.39	2.570756	-2.83183167	CAV2	caveolin 2
202310_PM_s_at	0.03055	3.69e-05	7.38	2.554075	3.65175	COL1A1	collagen type I alpha 1 chain
207092_PM_at	0.03096	3.90e-05	-7.33	2.50776	-5.71734833	LEP	leptin
213933_PM_at	0.03096	3.90e-05	-7.32	2.507695	-2.32565667	PTGER3	prostaglandin E receptor 3
223889_PM_at	0.03096	3.96e-05	-7.31	2.492996	-1.6239785		
206262_PM_at	0.03096	3.99e-05	-7.30	2.487696	-2.167809	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide
228807_PM_at	0.03096	4.02e-05	-7.30	2.481811	-1.57273567	ASPA	aspartoacylase
211653_PM_x_at	0.03162	4.16e-05	-7.26	2.452368	-5.30383533	AKR1C2	aldo-keto reductase family 1, member C2
1557116_PM_at	0.03213	4.29e-05	-7.24	2.427357	-3.15677333	APOL6	apolipoprotein L6
210807_PM_s_at	0.03261	4.44e-05	-7.21	2.398398	-1.56432633	SLC16A7	solute carrier family 16 member 7
200831_PM_s_at	0.03261	4.47e-05	-7.20	2.392019	-5.47889983	SCD	stearoyl-CoA desaturase
203980_PM_at	0.03411	4.74e-05	-7.15	2.342904	-4.75552667	FABP4	fatty acid binding protein 4
232313_PM_at	0.03606	5.15e-05	-7.07	2.271757	-3.71506283	TMEM132C	transmembrane protein 132C
235849_PM_at	0.03606	5.17e-05	-7.07	2.269188	-3.098365	SCARA5	scavenger receptor class A member 5
210299_PM_s_at	0.03606	5.22e-05	-7.06	2.261042	-4.3526	FHL1	four and a half LIM domains 1
229086_PM_at	0.03606	5.28e-05	-7.05	2.250771	-2.33066833	ZNF436-AS1	ZNF436 antisense RNA 1
229621_PM_x_at	0.03606	5.34e-05	-7.04	2.241939	-1.91688333	EBF3	early B-cell factor 3
210106_PM_at	0.03611	5.43e-05	-7.02	2.226981	-1.675058	RDH5	retinol dehydrogenase 5
201289_PM_at	0.03611	5.48e-05	7.02	2.220037	4.33160833	CYR61	cysteine rich angiogenic inducer 61
218353_PM_at	0.03632	5.58e-05	-7.00	2.204962	-1.69529333	RGS5	regulator of G-protein signaling 5
218087_PM_s_at	0.03661	5.69e-05	-6.98	2.188076	-4.95197783	SORBS1	sorbin and SH3 domain containing 1
227466_PM_at	0.03673	5.77e-05	-6.97	2.175223	-1.75001833	FAM200B	family with sequence similarity 200 member B
1552509_PM_a_at	0.03752	5.97e-05	-6.94	2.146737	-3.621655	CD300LG	CD300 molecule like family member g
210519_PM_s_at	0.03752	6.06e-05	-6.93	2.133607	-3.75117583	NQO1	NAD(P)H quinone dehydrogenase 1
213905_PM_x_at	0.03752	6.19e-05	6.91	2.115992	3.55583833	BGN	biglycan
205382_PM_s_at	0.03752	6.23e-05	-6.90	2.109726	-4.25519333	CFD	complement factor D
219230_PM_at	0.03752	6.24e-05	-6.90	2.108949	-2.67967667	TMEM100	transmembrane protein 100
218856_PM_at	0.0386	6.49e-05	-6.87	2.075214	-3.346588	TNFRSF21	TNF receptor superfamily member 21
226018_PM_at	0.03898	6.63e-05	-6.85	2.057548	-3.28407533	MTURN	maturin, neural progenitor differentiation regulator homolog (Xenopus)
232712_PM_at	0.04211	7.23e-05	-6.77	1.982026	-2.59091278		
218736_PM_s_at	0.04218	7.44e-05	-6.75	1.95769	-2.35168833	PALMD	palmdelphin
242197_PM_x_at	0.04218	7.47e-05	-6.75	1.954347	-4.10084333	CD36	CD36 molecule
203549_PM_s_at	0.04218	7.53e-05	-6.74	1.947925	-5.26499167	LPL	lipoprotein lipase
1552519_PM_at	0.04218	7.55e-05	-6.74	1.944789	-3.757549	ACVR1C	activin A receptor type 1C
211709_PM_s_at	0.04223	7.64e-05	6.73	1.934889	3.07216072	CLEC11A	C-type lectin domain family 11 member A
202391_PM_at	0.04277	7.82e-05	6.71	1.915222	2.282095	BASP1	brain abundant membrane attached signal protein 1
212190_PM_at	0.04308	7.95e-05	6.69	1.900394	2.73569667	SERPINE2	serpin family E member 2
206955_PM_at	0.0436	8.19e-05	-6.67	1.874669	-3.87974183	AQP7	aquaporin 7
226064_PM_s_at	0.0436	8.21e-05	-6.66	1.87309	-2.57674713	DGAT2	diacylglycerol O-acyltransferase 2
239220_PM_at	0.04412	8.39e-05	-6.65	1.854472	-2.30397		
202884_PM_s_at	0.04486	8.61e-05	-6.62	1.831931	-2.68111367	PPP2R1B	protein phosphatase 2 scaffold subunit Abeta
243544_PM_at	0.04592	8.95e-05	-6.59	1.798484	-3.76095333	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide
212325_PM_at	0.04592	8.98e-05	-6.59	1.795286	-2.42822167	LIMCH1	LIM and calponin homology domains 1
215695_PM_s_at	0.04624	9.13e-05	-6.57	1.781141	-4.02290333	GYG2	glycogenin 2
235110_PM_at	0.04693	9.35e-05	-6.55	1.760215	-2.713765	PLA2G16	phospholipase A2 group XVI
213486_PM_at	0.04696	9.44e-05	-6.55	1.751765	-3.77686822	COPG2IT1	COPG2 imprinted transcript 1 (non-protein coding)
238718_PM_at	0.04731	9.60e-05	-6.53	1.737403	-3.04632917		
236858_PM_s_at	0.04751	9.73e-05	6.52	1.72597	2.736286		
215726_PM_s_at	0.04766	9.84e-05	-6.51	1.715503	-2.27491167	CYB5A	cytochrome b5 type A
209596_PM_at	0.04869	1.02e-04	6.48	1.686868	2.99756167	MXRA5	matrix remodeling associated 5
209955_PM_s_at	0.04869	1.02e-04	6.48	1.68157	2.98530667	FAP	fibroblast activation protein alpha
215184_PM_at	0.05006	1.07e-04	-6.44	1.646213	-1.87497667	DAPK2	death associated protein kinase 2
225008_PM_at	0.05006	1.07e-04	-6.44	1.639362	-1.89512333	ASPH	aspartate beta-hydroxylase
1566472_PM_s_at	0.05006	1.09e-04	-6.43	1.630041	-2.51478767	RETSAT	retinol saturase
204389_PM_at	0.05006	1.09e-04	-6.42	1.625863	-3.5458935	MAOA	monoamine oxidase A
210896_PM_s_at	0.05006	1.10e-04	-6.41	1.616341	-2.88576	ASPH	aspartate beta-hydroxylase
209389_PM_x_at	0.05006	1.12e-04	-6.41	1.606336	-2.60645667	DBI	diazepam binding inhibitor, acyl-CoA binding protein
209621_PM_s_at	0.05006	1.12e-04	6.40	1.602057	3.23956167	PDLIM3	PDZ and LIM domain 3
215071_PM_s_at	0.05006	1.13e-04	-6.40	1.598552	-1.846263	HIST1H2AC	histone cluster 1, H2ac
1558170_PM_at	0.05078	1.15e-04	-6.38	1.579007	-3.12232		
241869_PM_at	0.05202	1.20e-04	-6.35	1.544245	-2.66271833	APOL6	apolipoprotein L6
202404_PM_s_at	0.05202	1.21e-04	6.33	1.531618	3.37799667	COL1A2	collagen type I alpha 2 chain
228802_PM_at	0.05202	1.22e-04	-6.33	1.530762	-2.01723	RBPMS2	RNA binding protein with multiple splicing 2
227190_PM_at	0.05202	1.22e-04	-6.33	1.529965	-2.59699533	TMEM37	transmembrane protein 37
205498_PM_at	0.05468	1.29e-04	-6.29	1.479263	-3.17311833	GHR	growth hormone receptor
224881_PM_at	0.05683	1.35e-04	-6.25	1.43867	-2.64230333	VKORC1L1	vitamin K epoxide reductase complex subunit 1 like 1
226806_PM_s_at	0.05893	1.41e-04	-6.21	1.398571	-2.86002	NFIA	nuclear factor I A
235293_PM_at	0.05893	1.42e-04	-6.20	1.393092	-1.67623283		
212741_PM_at	0.06005	1.46e-04	-6.18	1.368146	-3.92208667	MAOA	monoamine oxidase A
203296_PM_s_at	0.06005	1.47e-04	-6.18	1.363195	-2.9292975	ATP1A2	ATPase Na+/K+ transporting subunit alpha 2
225681_PM_at	0.06106	1.51e-04	6.16	1.341942	4.24938	CTHRC1	collagen triple helix repeat containing 1
209686_PM_at	0.06141	1.54e-04	-6.14	1.324619	-1.97702167	S100B	S100 calcium binding protein B
244885_PM_at	0.06141	1.54e-04	-6.14	1.323887	-1.39573167	EBF2	early B-cell factor 2
224724_PM_at	0.06216	1.57e-04	6.13	1.306718	1.738715	SULF2	sulfatase 2
231348_PM_s_at	0.06326	1.61e-04	-6.10	1.282645	-2.78122917	LMO3	LIM domain only 3
207469_PM_s_at	0.06326	1.62e-04	-6.10	1.278421	-1.33415383	PIR	pirin
210544_PM_s_at	0.06417	1.65e-04	-6.08	1.2594	-2.161388	ALDH3A2	aldehyde dehydrogenase 3 family member A2
209283_PM_at	0.06601	1.71e-04	-6.05	1.228119	-3.62864667	CRYAB	crystallin alpha B
204537_PM_s_at	0.0666	1.74e-04	-6.04	1.213953	-2.39658167	GABRE	gamma-aminobutyric acid type A receptor epsilon subunit
214505_PM_s_at	0.06665	1.76e-04	-6.03	1.203896	-3.601835	FHL1	four and a half LIM domains 1
1553194_PM_at	0.06665	1.77e-04	-6.03	1.200958	-1.78064333	NEGR1	neuronal growth regulator 1
241929_PM_at	0.06742	1.80e-04	-6.01	1.182655	-2.74107617		
209366_PM_x_at	0.06742	1.81e-04	-6.01	1.178519	-2.21509833	CYB5A	cytochrome b5 type A
222835_PM_at	0.06743	1.82e-04	6.00	1.172329	1.51716	THSD4	thrombospondin type 1 domain containing 4
208158_PM_s_at	0.06862	1.87e-04	-5.98	1.150742	-1.85654167	OSBPL1A	oxysterol binding protein like 1A
206737_PM_at	0.07219	1.99e-04	-5.93	1.094166	-1.99553833	WNT11	Wnt family member 11
218491_PM_s_at	0.07219	1.99e-04	-5.93	1.093641	-1.90689833	THYN1	thymocyte nuclear protein 1
228445_PM_at	0.0739	2.06e-04	-5.90	1.061715	-2.90599333	AIFM2	apoptosis inducing factor, mitochondria associated 2
209123_PM_at	0.0739	2.08e-04	-5.90	1.054445	-2.00683333	QDPR	quinoid dihydropteridine reductase
244272_PM_s_at	0.0739	2.09e-04	-5.89	1.049317	-1.83157283	TC2N	tandem C2 domains, nuclear
210168_PM_at	0.0739	2.09e-04	-5.89	1.049103	-2.10061883	C6	complement component 6
224954_PM_at	0.0739	2.11e-04	-5.89	1.0424	-1.56600833	SHMT1	serine hydroxymethyltransferase 1
215387_PM_x_at	0.0739	2.12e-04	5.88	1.037958	1.13079		
202309_PM_at	0.07413	2.14e-04	-5.88	1.029524	-2.22825667	MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1
216331_PM_at	0.07434	2.16e-04	-5.87	1.021371	-2.149615	ITGA7	integrin subunit alpha 7
201707_PM_at	0.07451	2.18e-04	-5.86	1.013685	-2.24154833	PEX19	peroxisomal biogenesis factor 19
213578_PM_at	0.07525	2.21e-04	-5.85	0.99924	-1.1516985	BMPR1A	bone morphogenetic protein receptor type 1A
207605_PM_x_at	0.07558	2.24e-04	-5.84	0.989836	-2.23630167	ZNF117	zinc finger protein 117
1553392_PM_at	0.07604	2.27e-04	-5.83	0.978892	-1.84329167	EFCAB3	EF-hand calcium binding domain 3
219716_PM_at	0.07653	2.29e-04	-5.82	0.96761	-2.48757167	APOL6	apolipoprotein L6
209135_PM_at	0.07829	2.37e-04	-5.80	0.940086	-2.79861333	ASPH	aspartate beta-hydroxylase
213221_PM_s_at	0.07829	2.39e-04	-5.79	0.932447	-2.38193833	SIK2	salt inducible kinase 2
204422_PM_s_at	0.07829	2.39e-04	-5.79	0.930989	-1.63036433	FGF2	fibroblast growth factor 2
232071_PM_at	0.07926	2.44e-04	-5.77	0.910645	-1.66546533	MRPL19	mitochondrial ribosomal protein L19
213524_PM_s_at	0.07926	2.45e-04	-5.77	0.909192	-4.61237	G0S2	G0/G1 switch 2
211070_PM_x_at	0.07975	2.49e-04	-5.76	0.893087	-2.81682667	DBI	diazepam binding inhibitor, acyl-CoA binding protein
216081_PM_at	0.07975	2.49e-04	-5.76	0.893066	-2.25678667	LAMA4	laminin subunit alpha 4
203571_PM_s_at	0.08174	2.57e-04	-5.73	0.865754	-3.48420167	ADIRF	adipogenesis regulatory factor
207117_PM_at	0.08179	2.60e-04	-5.73	0.856674	-2.99681833	ZNF117	zinc finger protein 117
1558421_PM_a_at	0.08179	2.60e-04	-5.72	0.854762	-1.79024667	C14orf180	chromosome 14 open reading frame 180
1558556_PM_at	0.08305	2.66e-04	-5.71	0.835846	-1.88266813	CAMK1	calcium/calmodulin dependent protein kinase I
219006_PM_at	0.08323	2.68e-04	-5.70	0.828722	-1.46347767	NDUFAF4	NADH:ubiquinone oxidoreductase complex assembly factor 4
235408_PM_x_at	0.08489	2.76e-04	-5.68	0.802294	-2.05877333	ZNF117	zinc finger protein 117
202403_PM_s_at	0.08489	2.77e-04	5.67	0.796957	2.65305	COL1A2	collagen type I alpha 2 chain
213974_PM_at	0.08489	2.78e-04	-5.67	0.795752	-2.56882083	ADAMTSL3	ADAMTS like 3
212886_PM_at	0.08573	2.82e-04	-5.66	0.780899	-2.11149333	CCDC69	coiled-coil domain containing 69
231998_PM_at	0.08573	2.84e-04	-5.66	0.776821	-3.65547	SART1	squamous cell carcinoma antigen recognized by T-cells 1
203368_PM_at	0.08869	2.95e-04	-5.63	0.741224	-1.26197	CRELD1	cysteine rich with EGF like domains 1
235129_PM_at	0.08896	2.98e-04	-5.62	0.733509	-1.64868417	PPP1R1A	protein phosphatase 1 regulatory inhibitor subunit 1A
238992_PM_at	0.09219	3.11e-04	-5.59	0.694291	-2.1942585	POLI	DNA polymerase iota
205876_PM_at	0.09219	3.14e-04	-5.58	0.685973	-3.01126817	LIFR	leukemia inhibitory factor receptor alpha
218546_PM_at	0.09219	3.14e-04	-5.58	0.684381	-1.96879667	C1orf115	chromosome 1 open reading frame 115
203548_PM_s_at	0.09219	3.15e-04	-5.58	0.681757	-5.71285017	LPL	lipoprotein lipase
207071_PM_s_at	0.09303	3.20e-04	-5.57	0.668677	-2.27474667	ACO1	aconitase 1
244523_PM_at	0.09311	3.22e-04	-5.56	0.663121	-1.76563167	MMD	monocyte to macrophage differentiation associated
225113_PM_at	0.09456	3.29e-04	-5.54	0.642741	-1.20920333	AGPS	alkylglycerone phosphate synthase
231991_PM_at	0.09456	3.30e-04	-5.54	0.639586	-1.697505	CCM2L	CCM2 like scaffolding protein
219064_PM_at	0.09458	3.33e-04	-5.53	0.630526	-2.34209167	ITIH5	inter-alpha-trypsin inhibitor heavy chain family member 5
1566931_PM_at	0.09458	3.35e-04	-5.53	0.627563	-1.38903782	TFB2M	transcription factor B2, mitochondrial
205440_PM_s_at	0.09458	3.35e-04	-5.53	0.625348	-2.61965933	NPY1R	neuropeptide Y receptor Y1
223978_PM_s_at	0.0946	3.37e-04	-5.52	0.620418	-2.12501	CRLS1	cardiolipin synthase 1
206637_PM_at	0.09516	3.43e-04	-5.51	0.605887	-1.68041017	P2RY14	purinergic receptor P2Y14
203083_PM_at	0.09516	3.43e-04	5.51	0.605867	2.29237667	THBS2	thrombospondin 2
208510_PM_s_at	0.09536	3.45e-04	-5.51	0.599336	-3.04082	PPARG	peroxisome proliferator activated receptor gamma
201036_PM_s_at	0.10179	3.70e-04	-5.45	0.535548	-2.22958	HADH	hydroxyacyl-CoA dehydrogenase
230887_PM_at	0.104	3.80e-04	-5.43	0.511423	-1.11750967	CDC14B	cell division cycle 14B
212701_PM_at	0.10449	3.85e-04	-5.42	0.498773	-2.79858667	TLN2	talin 2
234660_PM_s_at	0.10449	3.86e-04	-5.42	0.498129	-1.27467067	DIS3	DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease
242541_PM_at	0.10482	3.89e-04	-5.42	0.490804	-2.120935	ABCA9	ATP binding cassette subfamily A member 9
239185_PM_at	0.10522	3.92e-04	-5.41	0.482847	-2.21132333	ABCA9	ATP binding cassette subfamily A member 9
238048_PM_at	0.10542	3.96e-04	5.40	0.474212	1.413915	CLASP2	cytoplasmic linker associated protein 2
225016_PM_at	0.10542	3.97e-04	-5.40	0.472195	-3.7157785	APCDD1	APC down-regulated 1
202311_PM_s_at	0.10628	4.02e-04	5.39	0.460398	4.87910667	COL1A1	collagen type I alpha 1 chain
239960_PM_x_at	0.10699	4.11e-04	-5.37	0.439883	-1.330545	LYRM7	LYR motif containing 7
200672_PM_x_at	0.10699	4.12e-04	-5.37	0.438206	-2.30632833	SPTBN1	spectrin beta, non-erythrocytic 1
201425_PM_at	0.10699	4.13e-04	-5.37	0.437069	-3.78521167	ALDH2	aldehyde dehydrogenase 2 family (mitochondrial)
207175_PM_at	0.10699	4.13e-04	-5.37	0.436963	-5.657775	ADIPOQ	adiponectin, C1Q and collagen domain containing
223457_PM_at	0.1072	4.15e-04	-5.37	0.430862	-1.89997933	COPG2	coatomer protein complex subunit gamma 2
227525_PM_at	0.10739	4.18e-04	-5.36	0.424924	-1.44876167	GLCCI1	glucocorticoid induced 1
228335_PM_at	0.10875	4.26e-04	-5.35	0.407969	-2.31441167	CLDN11	claudin 11
219317_PM_at	0.10875	4.30e-04	-5.34	0.399896	-2.2187715	POLI	DNA polymerase iota
201792_PM_at	0.10875	4.31e-04	5.34	0.397435	2.48848833	AEBP1	AE binding protein 1
217047_PM_s_at	0.10875	4.31e-04	-5.34	0.396494	-2.61768333	FAM13A	family with sequence similarity 13 member A
209612_PM_s_at	0.10964	4.38e-04	-5.33	0.38187	-4.42248833	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide
1556314_PM_a_at	0.10964	4.40e-04	-5.32	0.377645	-1.4646255	ZNF366	zinc finger protein 366
219636_PM_s_at	0.10964	4.41e-04	5.32	0.376154	1.39240333	ARMC9	armadillo repeat containing 9
211726_PM_s_at	0.10964	4.43e-04	-5.32	0.372179	-3.21836667	FMO2	flavin containing monooxygenase 2
1554798_PM_at	0.10964	4.45e-04	5.32	0.368279	1.498445	SNED1	sushi, nidogen and EGF like domains 1
202862_PM_at	0.11279	4.61e-04	-5.29	0.335838	-2.02895617	FAH	fumarylacetoacetate hydrolase
205478_PM_at	0.11279	4.62e-04	-5.29	0.334178	-4.15680933	PPP1R1A	protein phosphatase 1 regulatory inhibitor subunit 1A
201539_PM_s_at	0.11434	4.70e-04	-5.28	0.317668	-3.69903833	FHL1	four and a half LIM domains 1
221928_PM_at	0.11576	4.80e-04	-5.26	0.298764	-3.15423	ACACB	acetyl-CoA carboxylase beta
221483_PM_s_at	0.11576	4.83e-04	-5.26	0.293429	-1.86620167	ARPP19	cAMP regulated phosphoprotein 19
241866_PM_at	0.11576	4.83e-04	-5.25	0.292571	-1.815025	SLC16A7	solute carrier family 16 member 7
201619_PM_at	0.11576	4.84e-04	-5.25	0.290231	-1.86551333	PRDX3	peroxiredoxin 3
209220_PM_at	0.11825	4.97e-04	-5.23	0.266764	-1.999855	GPC3	glypican 3
222291_PM_at	0.12136	5.12e-04	-5.21	0.238995	-1.25270483	FAM149A	family with sequence similarity 149 member A
202345_PM_s_at	0.12197	5.17e-04	-5.20	0.230448	-2.349405	FABP5	fatty acid binding protein 5
239519_PM_at	0.12577	5.37e-04	-5.18	0.195803	-1.691755		
208016_PM_s_at	0.12577	5.38e-04	-5.18	0.194487	-2.08096667	AGTR1	angiotensin II receptor type 1
224435_PM_at	0.12903	5.54e-04	-5.15	0.167088	-3.50919667	FAM213A	family with sequence similarity 213 member A
1560172_PM_at	0.12918	5.57e-04	-5.15	0.162147	-1.18429683	INTS10	integrator complex subunit 10
231993_PM_at	0.1305	5.65e-04	5.14	0.148909	3.663485	ITGBL1	integrin subunit beta like 1
224964_PM_s_at	0.13052	5.68e-04	-5.14	0.144899	-1.81010333	GNG2	G protein subunit gamma 2
203323_PM_at	0.13095	5.72e-04	-5.13	0.13801	-2.05650333	CAV2	caveolin 2
225523_PM_at	0.13376	5.87e-04	-5.11	0.114708	-1.73910833	MRPL53///CCDC142	mitochondrial ribosomal protein L53///coiled-coil domain containing 142
224415_PM_s_at	0.13529	5.96e-04	-5.10	0.100421	-1.665085	HINT2	histidine triad nucleotide binding protein 2
1555841_PM_at	0.13646	6.06e-04	5.09	0.085586	1.28099	MSANTD3	Myb/SANT DNA binding domain containing 3
203920_PM_at	0.13646	6.06e-04	-5.09	0.084866	-1.18630667	NR1H3	nuclear receptor subfamily 1 group H member 3
212071_PM_s_at	0.13718	6.12e-04	-5.08	0.07628	-3.22041	SPTBN1	spectrin beta, non-erythrocytic 1
209384_PM_at	0.13893	6.22e-04	-5.07	0.060573	-1.14378833	PROSC	proline synthetase cotranscribed homolog (bacterial)
208607_PM_s_at	0.13893	6.25e-04	-5.07	0.057084	-6.27735333	SAA2///SAA1	serum amyloid A2///serum amyloid A1
