"","GSM1536406","GSM1536407","GSM1536408","GSM1536409","GSM1536410","GSM1536411","GSM1536412","GSM1536413"
"DCX",0.50268,0.461617,0.331037,0.788908,0.78927,0.50268,0.705368,0.40617
"DCXR",3.2477,2.33932,2.3759,2.51573,2.55892,2.58551,4.83499,3.35251
"DDA1",1.44367,0.801518,1.05878,0.850437,2.27726,0.794659,0.692647,1.33237
"DDAH1",3.96365,3.62788,4.58299,3.26283,0.436808,3.46821,2.44111,2.43381
"DDAH2",3.22796,3.05161,2.95307,3.34619,2.46714,2.95307,3.09281,3.07688
"DDB1",2.5133,2.80069,2.82208,1.89211,2.40387,2.67632,3.42236,2.76892
"DDB2",2.58152,2.85288,2.65912,2.41136,1.4887,2.66135,2.26332,1.66298
"DDC",1.0335,0.488337,0.773875,1.01568,0.696489,1.01297,-0.109947,1.35456
"DDHD1",4.45037,2.43839,2.479,3.11264,1.58001,1.58122,2.4311,2.00276
"DDHD2",2.11166,4.79439,4.92893,2.521,4.27055,5.65405,5.52569,4.48928
"DDI1",1.18791,0.990427,1.31888,1.39084,1.64345,1.16503,1.32783,1.04704
"DDI2",1.79727,1.63737,1.32355,1.75584,1.97573,1.83753,2.75139,1.89314
"DDIT3",2.94478,2.3182,2.64857,2.22568,3.38985,3.46904,2.92538,2.94191
"DDIT4",6.91862,8.30506,7.828,6.01145,4.09475,5.34739,8.3176,6.83152
"DDIT4L",1.33315,2.51093,1.63964,2.66342,1.83458,1.60005,1.90354,2.00957
"DDN",0.978456,0.735199,1.13615,1.22703,0.813832,1.20125,0.957245,1.18507
"DDO",1.07352,0.557145,0.439122,0.527602,0.871726,0.943584,0.475875,0.449481
"DDOST",5.34111,6.3735,5.95834,5.74835,4.71774,6.89835,5.44439,5.51945
"DDR1",3.02164,2.85037,2.24491,2.51269,2.6516,2.13433,3.79972,3.10833
"DDR2",5.42814,6.3712,6.63858,4.66185,4.42782,6.61881,7.76697,7.24676
"DDRGK1",5.16577,5.31045,4.89928,4.81201,3.89435,4.63333,5.24942,4.75453
"DDT",2.63268,2.77909,2.61857,2.76301,1.47628,2.55414,3.49593,2.69495
"DDX1",5.55377,6.39022,6.11968,5.04603,4.5554,6.15034,6.58429,6.18917
"DDX10",1.29942,1.11011,1.11598,1.12218,0.214746,0.718054,1.42103,1.1445
"DDX11",3.04138,1.8172,2.28172,1.99078,2.28332,2.13456,2.11373,1.5878
"DDX11L2",1.05876,1.03578,0.851665,0.630728,1.20504,0.706207,1.36649,0.971369
"DDX12",2.33298,0.890418,0.78217,0.530013,0.961548,0.615911,1.85963,0.195131
"DDX17",6.95279,7.48362,6.67189,6.46648,7.31052,7.88976,7.56779,7.6158
"DDX18",5.11069,5.86249,5.79939,4.83842,5.05442,5.28575,6.08758,5.3579
"DDX19A",6.67321,6.12079,6.13212,5.87626,5.31579,5.21544,5.79505,5.21398
"DDX19B",6.67321,6.12079,6.13212,5.87626,5.31579,5.21544,5.79505,5.21398
"DDX20",1.90086,1.45226,1.36272,2.03796,1.45875,0.758637,1.50606,0.94517
"DDX21",2.33532,3.17337,3.85951,2.03679,1.94423,2.08298,2.75139,2.59336
"DDX23",1.28094,1.24176,1.13406,0.907768,1.17474,1.10872,1.59774,1.30955
"DDX24",5.85507,4.40078,4.31506,4.98728,3.4182,2.39549,4.84467,3.87117
"DDX25",0.721721,0.383506,0.606252,1.73266,0.772141,1.36026,0.478386,0.339945
"DDX26B",1.48242,2.53587,0.919983,1.69521,1.11536,3.09002,1.33687,1.42808
"DDX27",6.73859,5.10876,5.56483,5.94877,4.76171,4.89052,4.82041,4.63642
"DDX28",1.06575,1.18779,0.903191,1.00257,1.08188,1.02093,1.13236,1.48244
"DDX31",2.44835,2.61509,2.69407,2.64504,2.99475,2.34807,2.2303,2.62557
"DDX39",2.75868,1.68656,1.85209,1.42142,1.70852,1.61631,1.49247,1.3666
"DDX3X",6.71205,6.96264,8.24813,6.55542,6.26709,4.90363,6.91254,6.26547
"DDX3Y",4.61233,0.890242,1.2519,2.91176,3.00384,1.05304,4.75725,5.45966
"DDX4",0.66463,0.420849,0.369715,0.6918,1.88937,0.583218,0.60472,0.446178
"DDX41",3.60867,3.48842,3.64998,1.63175,2.92001,1.03059,3.37403,3.38253
"DDX42",5.02781,4.91602,5.64983,4.53928,3.96797,3.07907,5.74397,4.1502
"DDX43",0.939911,0.770546,1.19329,0.852621,1.59558,2.93457,0.964592,0.530946
"DDX46",3.59238,4.4345,4.49464,3.81246,3.35314,4.80391,4.62197,4.26407
"DDX47",4.19723,4.5273,4.55796,4.08079,4.11112,5.17638,5.16897,4.67748
"DDX49",3.42976,2.89255,2.8807,2.33647,2.19907,1.73338,2.55738,3.42849
"DDX5",6.18422,7.26619,8.22035,6.05485,5.67997,6.74922,7.23408,7.36559
"DDX50",5.94013,5.15751,4.99767,4.52786,4.49384,4.58643,4.88849,4.65785
"DDX51",1.01635,0.89536,1.18611,1.048,0.843682,0.464696,1.13481,1.27234
"DDX52",2.52544,2.29641,2.00489,1.81066,2.29542,3.37624,2.50818,1.68396
"DDX53",0.0806551,-0.0614459,-0.16488,0.459639,-0.0107659,0.309412,0.156302,0.254273
"DDX54",2.17521,2.15104,1.97339,1.72629,2.50185,1.68507,2.27876,1.45978
"DDX55",3.15562,3.14173,3.32734,3.07872,4.19375,3.1579,3.51211,2.98047
"DDX56",2.60551,2.39468,2.61704,2.56474,2.74326,2.64828,2.61452,2.62353
"DDX58",5.13209,5.97178,5.39478,5.74808,5.84935,5.78453,5.44167,6.23087
"DDX59",7.27223,7.90178,7.71549,7.75165,7.82007,7.66234,7.18189,8.38657
"DDX6",5.60727,5.81581,6.32192,5.2304,5.20195,4.9722,6.72565,6.22858
"DDX60",1.77943,3.02721,1.4,1.59889,2.21634,3.25874,1.67013,3.01604
"DDX60L",2.99692,3.42104,2.85635,2.87291,2.74699,3.97965,2.78071,4.20206
"DEAF1",0.949762,0.952533,0.762481,1.21136,0.692384,1.99867,0.403274,1.15856
"DEC1",0.339212,-0.049084,0.309927,0.704079,0.629193,1.20695,0.441467,0.309927
"DECR1",4.25429,4.80609,4.76447,4.47318,4.44177,5.54948,5.13396,5.00208
"DECR2",1.27801,1.34108,1.31178,1.24311,1.64898,2.16888,1.27186,1.77703
"DEDD",3.1346,3.21834,3.52711,3.01412,2.47849,3.2579,3.20054,3.02136
"DEDD2",1.41742,1.43083,1.68789,1.40294,1.20504,1.389,1.2742,1.44477
"DEF6",1.6253,1.89041,1.65419,2.42174,1.59422,1.46056,1.17551,1.96822
"DEF8",2.96305,3.47353,3.45505,2.45944,1.25594,2.46453,2.82912,2.38824
"DEFA1",3.76216,0.455901,4.45328,4.30317,1.33764,0.891132,0.480985,1.79102
"DEFA1B",3.76216,0.455901,4.45328,4.30317,1.33764,0.891132,0.480985,1.79102
"DEFA3",3.76216,0.455901,4.45328,4.30317,1.33764,0.891132,0.480985,1.79102
"DEFA4",0.1296,0.673758,0.452506,0.363248,0.829173,0.198494,0.416212,0.344261
"DEFA5",0.984277,0.77351,1.01722,1.23822,1.17466,0.921321,0.692455,0.815427
"DEFA6",0.312963,0.308311,0.236819,0.733679,0.167568,0.441703,-0.140019,0.152857
"DEFB1",0.624631,1.33971,1.19411,1.69589,1.0568,1.29908,1.66378,1.20504
"DEFB103A",0.842227,0.920479,1.08031,2.19695,1.01159,1.25311,0.965846,0.870237
"DEFB103B",0.842227,0.920479,1.08031,2.19695,1.01159,1.25311,0.965846,0.870237
"DEFB104A",0.559727,0.456621,0.328916,0.52741,1.37147,0.685833,0.369715,0.485243
"DEFB104B",0.559727,0.456621,0.328916,0.52741,1.37147,0.685833,0.369715,0.485243
"DEFB105A",1.32616,0.902703,1.24531,1.36176,1.69418,1.26207,0.963573,1.35286
"DEFB105B",1.32616,0.902703,1.24531,1.36176,1.69418,1.26207,0.963573,1.35286
"DEFB106A",4.37293,3.71008,2.63066,4.09925,5.46503,1.67054,3.52046,3.12106
"DEFB106B",4.37293,3.71008,2.63066,4.09925,5.46503,1.67054,3.52046,3.12106
"DEFB107A",0.596513,0.531357,0.870732,0.51713,1.58073,1.46759,0.755192,0.85786
"DEFB107B",0.596513,0.531357,0.870732,0.51713,1.58073,1.46759,0.755192,0.85786
"DEFB108B",2.22378,0.838859,1.17204,1.81835,1.16777,0.731588,1.0909,1.07497
"DEFB108P1",2.22378,0.838859,1.17204,1.81835,1.16777,0.731588,1.0909,1.07497
"DEFB114",0.335316,0.00570688,0.613921,0.531829,0.390884,-0.0720393,-0.148487,-0.225523
"DEFB118",0.446187,0.298236,0.268938,0.757491,0.573538,0.302173,-0.0644302,0.429261
"DEFB119",1.70434,1.24581,1.26662,1.35822,1.20504,1.23735,0.850012,1.69692
"DEFB121",-0.0589536,0.136988,0.0760116,0.209216,0.146029,0.0977992,0.307328,0.500567
"DEFB122",0.516364,0.761025,0.631102,1.14304,1.77726,0.0805109,0.257773,1.27764
"DEFB123",0.995063,0.891183,0.925143,1.06783,1.15535,1.39052,0.913793,1.2053
"DEFB124",2.17964,2.3577,2.4427,2.5632,2.57778,1.97979,1.93291,2.44946
"DEFB125",0.252004,0.139542,0.0411916,1.08084,0.194545,0.643765,0.442813,0.32788
"DEFB126",0.699344,0.498478,0.626875,1.08218,1.02058,0.907163,0.747002,0.667844
"DEFB127",0.699411,0.609295,0.39332,0.58807,1.06731,1.13199,0.660529,0.446947
"DEFB129",0.779862,0.378098,0.0217181,0.296924,0.233076,0.345717,0.271741,0.0230763
"DEFB132",0.342811,0.263867,0.0916335,0.609335,0.840982,0.545047,0.914691,0.485545
"DEFB4A",1.10225,0.989489,0.594763,1.29182,1.9103,1.21993,0.96994,1.077
"DEFT1P",1.0308,0.701363,0.562234,1.18707,1.17076,0.91698,0.807779,0.607106
"DEGS1",4.05015,4.32828,4.14816,4.93668,4.13057,5.22279,4.71337,4.04421
"DEGS2",1.8901,1.94585,2.07576,2.23882,1.98402,2.59588,2.01674,2.01988
"DEK",4.24456,5.26228,4.91665,3.82529,3.4182,5.60446,4.89408,5.3966
"DEM1",2.4545,3.19188,2.4863,2.47088,1.97191,3.42109,1.6341,2.20066
"DENND1A",0.941708,1.4171,0.893354,0.464627,0.860919,0.540655,1.3336,0.44161
"DENND1B",1.08908,1.85283,1.42696,1.54,1.11758,1.65504,1.6956,1.28582
"DENND1C",2.01714,1.88164,1.65157,1.49384,1.34085,1.46096,1.39766,1.95679
"DENND2A",1.88289,2.84792,2.12408,0.96855,1.60508,1.78166,2.93352,2.54725
"DENND2C",1.63481,1.61878,1.71728,2.19717,1.33418,2.3618,1.73404,1.36007
"DENND2D",2.82136,3.14094,2.49056,1.46013,1.66111,1.91133,3.38651,3.10755
"DENND3",3.38938,3.20669,3.27228,3.61586,2.82138,3.45547,2.25319,3.24176
"DENND4A",1.50624,1.63912,2.28817,2.06669,1.50624,2.71269,2.48471,1.60906
"DENND4B",3.24579,3.89109,3.48085,2.6712,3.52592,2.66797,3.61483,3.53447
"DENND4C",2.75673,3.90163,3.71912,2.66982,2.54577,3.60407,4.44706,4.15755
"DENND5A",4.33828,5.45586,5.66758,5.09453,4.82882,5.58751,5.54987,5.91367
"DENND5B",1.63097,1.54961,1.68454,1.15989,2.68867,1.73296,1.57611,1.60353
"DENR",3.77941,4.12311,3.96369,3.64322,4.04947,4.71559,4.14636,4.08661
"DEPDC1",0.370712,0.0675706,0.286652,0.507643,1.032,1.33054,0.539961,0.521469
"DEPDC1B",0.417421,0.375123,0.223084,1.05726,0.539729,1.35949,0.3176,0.284729
"DEPDC4",0.305765,0.471211,0.40104,0.911829,0.845232,0.875137,0.273613,0.19626
"DEPDC5",2.04429,1.93022,1.8181,1.64737,1.86768,1.05725,2.53336,1.63747
"DEPDC6",2.47495,1.83387,3.29489,2.80143,1.16377,2.19947,1.56101,1.411
"DEPDC7",0.306337,0.232379,0.686461,0.225548,0.686461,1.11452,0.146055,0.394336
"DERA",2.21128,2.94257,3.38838,2.89554,1.75154,2.7748,3.02056,2.68809
"DERL1",5.56466,4.47127,5.39178,3.63171,3.21895,3.46821,5.9394,4.22087
"DERL2",2.90829,2.56229,3.65089,1.26779,1.90534,2.52606,3.81048,3.34791
"DERL3",1.86659,1.1137,1.53363,2.8158,1.75008,1.5968,1.47408,1.60945
"DES",3.01313,4.14734,2.99211,3.54032,2.93508,3.1414,2.77659,3.08621
"DET1",0.374015,0.150771,0.172185,0.263499,0.253355,0.869608,0.212135,0.512723
"DEXI",3.52684,3.48539,4.02151,2.92208,2.33007,4.58021,3.80466,3.56072
"DFFA",1.93846,2.5199,2.73346,1.92326,2.39998,3.26579,3.38471,2.4626
"DFFB",0.949581,2.26177,1.11895,0.909532,1.22925,0.428598,1.55672,1.45852
"DFNA5",2.28489,1.24428,1.47163,1.52295,1.8355,3.47813,1.8701,1.44496
"DFNB31",1.52585,1.4609,1.4631,1.24804,1.36391,1.12887,0.937668,1.13463
"DFNB59",2.6928,2.62694,2.4939,3.25584,2.62989,2.97781,3.35503,3.31135
"DGAT1",2.04394,0.897372,1.07318,1.45355,0.498163,0.907422,1.02609,1.69161
"DGAT2",1.79269,0.85581,1.74915,2.03388,1.92472,1.2388,4.86055,5.0189
"DGCR10",0.769711,0.363716,0.534575,0.466299,0.685098,1.05309,0.240105,0.49074
"DGCR11",0.631358,0.440951,0.532043,0.177099,0.636063,0.785501,0.560927,1.2218
"DGCR12",1.01757,1.21351,0.950585,1.25281,2.77888,1.12219,1.07632,0.740728
"DGCR14",2.57563,2.78381,2.74351,3.22108,3.18827,3.06884,2.3577,2.92002
"DGCR2",5.06616,4.39346,4.22905,4.45296,4.52367,5.35211,4.71115,4.34194
"DGCR5",1.09883,1.01505,1.0175,1.3234,1.03675,1.89584,1.11598,0.924824
"DGCR6",2.19004,0.9839,1.24722,1.28032,1.07366,0.951769,1.49641,1.17913
"DGCR6L",2.19004,0.9839,1.24722,1.28032,1.07366,0.951769,1.49641,1.17913
"DGCR7",0.340332,0.305991,0.446394,0.0315425,0.554993,0.645453,0.285178,0.355913
"DGCR8",1.83566,1.78834,1.21125,1.40726,1.3926,1.48784,1.82555,1.58549
"DGCR9",0.662894,0.37293,0.459772,0.360288,1.28072,0.630734,-0.175717,0.471988
"DGKA",4.66253,3.26315,3.8385,2.95928,2.48134,1.91763,2.63347,2.40978
"DGKB",0.310675,0.40271,0.357044,0.632313,1.70172,0.321663,0.875646,0.295498
"DGKD",4.07073,3.44573,3.43893,3.94829,3.38911,4.28313,3.72471,3.48013
"DGKE",2.05404,3.9758,2.8479,3.23494,2.59365,3.96137,3.63218,4.3106
"DGKG",1.12071,1.08051,1.07333,1.23656,0.858421,0.977896,0.949382,0.95938
"DGKH",0.908323,0.978854,2.49512,1.75584,0.573538,1.5968,1.08675,0.959603
"DGKI",1.03009,0.272945,0.352,1.20119,0.354295,0.535349,0.215019,0.0697503
"DGKQ",2.00625,1.56231,1.45756,1.48319,1.6926,1.8261,1.96475,2.14983
"DGKZ",3.42513,2.67961,2.53781,2.97487,2.23604,3.03714,2.57576,2.81112
"DGUOK",4.3143,4.48977,4.51857,4.48825,3.86449,4.03603,4.27866,4.39086
"DHCR24",1.50526,1.67637,1.02794,1.31671,1.4037,1.19281,2.98879,1.71308
"DHCR7",0.867202,0.896073,0.850117,0.529892,0.825343,0.542172,0.712821,0.760697
"DHDDS",4.26876,4.04539,4.52411,4.35111,3.61321,4.48641,5.73531,5.4113
"DHDH",0.476728,0.370744,0.556225,0.278092,0.365611,0.430045,0.364353,0.067763
"DHDPSL",1.13981,0.997024,0.665383,0.603548,1.1692,0.829509,1.03775,1.08885
"DHFR",1.9582,3.03594,3.22935,1.16054,2.10207,2.24335,4.46712,2.9016
"DHFRL1",3.3237,4.35441,4.3192,3.78433,3.98943,4.32284,3.63671,4.73473
"DHH",1.02674,1.09721,0.445534,0.532591,1.0466,0.784661,0.588701,0.930614
"DHODH",1.03412,1.41772,1.12514,1.48416,1.36012,1.6522,1.32512,1.71367
"DHPS",2.364,2.41287,2.3574,1.74192,1.86967,2.50465,2.97079,2.40249
"DHRS1",2.11655,1.56243,1.11542,1.15989,1.98402,1.36591,1.4046,1.6755
"DHRS11",1.0869,1.10581,0.494313,0.658902,0.946076,1.13288,1.08921,0.868317
"DHRS12",1.76091,1.84611,1.68312,2.44189,1.25447,2.71269,3.0084,2.42351
"DHRS13",2.5698,2.69373,2.29364,2.57812,2.62824,2.66111,2.58714,2.62824
"DHRS2",0.803319,0.718039,1.0766,0.974356,0.552918,1.51395,0.830098,0.849988
"DHRS3",4.53243,2.88231,3.79042,3.14029,2.1927,1.68517,4.34242,3.40674
"DHRS4",2.30302,2.23608,2.06416,0.437348,1.87933,1.00403,2.92998,2.15095
"DHRS4L2",2.30302,2.23608,2.06416,0.437348,1.87933,1.00403,2.92998,2.15095
"DHRS7",3.00552,4.42935,4.42363,2.67575,1.98403,2.86519,3.88419,3.84514
"DHRS7B",1.51465,1.55057,1.48744,2.14119,2.59958,2.33009,1.94329,1.90785
"DHRS7C",0.0944566,0.187412,-0.141259,0.166299,0.305452,-0.0760232,-0.03737,0.689135
"DHRS9",2.07644,1.79213,0.996164,1.19733,1.5803,2.21414,2.80966,2.22658
"DHRSX",3.18429,2.97733,3.02721,3.35178,2.56936,2.37466,3.1409,3.45104
"DHTKD1",0.400253,0.78585,0.45119,1.74186,0.569619,1.31738,1.58065,0.363065
"DHX15",2.63777,3.97468,4.33795,2.87464,3.12694,4.62582,3.89014,3.83847
"DHX16",3.23878,3.46083,3.63137,2.19867,3.16043,2.60158,3.44922,3.35476
"DHX29",2.99943,3.07141,2.98303,2.93259,2.32499,1.72245,3.52829,2.90674
"DHX30",2.61195,2.92325,2.37036,2.30106,3.19789,2.68794,2.23017,2.88937
"DHX32",3.16822,4.10529,3.55577,3.07169,2.19253,3.41378,3.74725,3.104
"DHX33",2.9207,3.58749,3.86919,3.5708,3.25199,4.21791,3.22988,4.54741
"DHX34",1.39577,1.23453,1.15677,0.562234,1.41497,1.11952,0.594551,1.27958
"DHX35",2.17015,2.83173,2.18915,2.67543,2.72747,1.87577,3.03172,2.2844
"DHX36",5.89295,5.39924,5.46208,5.59372,5.05151,4.34538,5.21658,4.86975
"DHX37",4.27155,3.7622,3.87344,4.60792,4.67402,4.75379,3.53114,4.58145
"DHX38",2.05873,2.16073,2.13556,0.998349,1.52407,0.601538,2.30412,2.22493
"DHX40",4.98832,4.5158,4.28822,4.10385,3.31784,4.49847,4.76834,4.21783
"DHX57",0.98804,1.40868,1.1735,1.50958,1.98921,1.14556,1.64884,1.38885
"DHX58",1.44433,1.53687,1.73378,1.68229,1.27859,1.48081,1.41553,1.42835
"DHX8",2.50687,1.27622,1.60667,1.3311,1.27233,1.86216,1.1793,1.12077
"DHX9",4.25479,4.72456,4.58744,3.47597,2.45493,4.71342,4.47334,4.91444
"DIABLO",3.4628,3.29817,2.77265,4.02508,2.94132,2.37964,3.73358,2.7555
"DIAPH1",3.05097,3.85001,3.05097,3.02665,2.0606,3.05895,2.46704,3.2551
"DIAPH2",3.74691,4.28883,4.07691,3.50657,2.27848,4.15606,4.79723,4.04711
"DIAPH3",0.871726,0.583253,1.25095,2.58736,0.440468,1.11818,0.461326,0.367407
"DICER1",2.41568,5.47025,5.96433,4.67547,4.63931,3.23676,6.00797,5.70594
"DIDO1",5.15574,4.89432,4.67228,4.22557,4.48117,4.88647,5.21815,5.00592
"DIMT1L",3.3845,4.64075,4.07269,3.73886,3.99302,3.2669,4.20651,4.35651
"DIO1",0.755851,0.516724,0.70774,0.820081,1.32519,1.79108,0.593009,0.757495
"DIO2",2.23466,2.54414,2.05276,2.27375,3.06898,2.06244,1.798,2.59088
"DIO3",3.8594,4.59453,2.88579,2.69034,2.85285,3.1774,2.95801,3.02706
"DIO3OS",3.34491,2.25132,1.64731,2.36938,2.57096,3.41676,1.7319,2.63027
"DIP2A",6.68372,7.92035,7.32768,7.58942,7.47164,7.80296,6.84004,8.50584
"DIP2B",2.74483,2.78725,2.50917,2.35212,2.53209,3.06937,2.99637,2.67666
"DIP2C",3.71973,3.54461,3.67122,3.33459,1.82945,4.36893,3.40677,3.86262
"DIRAS1",1.25599,1.82674,1.33926,1.7602,2.02508,2.14619,1.02651,1.57621
"DIRAS2",0.302894,-0.143382,-0.0353214,1.20717,1.20334,0.517678,0.531286,0.0115814
"DIRAS3",0.207963,-0.00520109,0.174528,0.632313,0.193772,0.541688,0.151847,0.250086
"DIRC1",0.181595,0.315865,0.344655,0.523876,0.940923,0.178671,0.409144,-0.0249591
"DIRC2",2.31821,1.98256,1.87436,1.75335,1.75945,1.07676,2.27345,1.7032
"DIRC3",0.66463,0.875596,0.731442,0.73308,0.672945,0.83836,0.818931,0.778225
"DIS3",1.28695,2.10408,1.88883,0.94973,0.901625,1.51488,2.53507,1.6935
"DIS3L",1.99748,2.53503,1.67692,2.19392,1.16403,1.1327,3.91579,3.16862
"DIS3L2",1.13912,1.38143,1.68478,1.60409,1.31383,1.5968,1.43586,1.35908
"DISC1",0.99395,1.31142,1.75584,1.88888,1.14973,0.460339,1.27186,1.35749
"DISP1",1.49423,2.69485,2.75139,1.67517,2.56018,3.4696,2.66974,2.50139
"DISP2",0.992029,0.502598,0.404247,0.986445,1.47397,0.83423,0.376243,0.493783
"DIXDC1",1.6935,1.85277,1.88768,1.3691,1.79512,1.83034,2.86557,1.76373
"DKC1",5.35882,3.6341,4.68253,5.15535,3.29011,2.48651,3.79118,3.16076
"DKFZP434C153",1.84271,1.81124,1.62815,1.71811,1.95959,2.03702,1.06629,1.92607
"DKFZp434E1119",0.0861724,0.211188,0.175549,0.286982,0.217674,0.159305,0.304065,0.380225
"DKFZp434F142",0.779862,0.478917,0.408511,0.696486,1.15071,1.60079,0.492735,0.663531
"DKFZp434G179",0.141323,-0.0211075,0.411322,1.30116,0.455864,1.49071,0.369715,0.359768
"DKFZp434H1419",0.517865,0.708862,0.869927,0.562896,1.14644,0.497701,0.536659,0.686674
"DKFZP434H168",0.261893,0.478917,0.335375,0.040192,0.423162,0.779862,0.0438665,0.358516
"DKFZP434I0714",0.528374,0.43247,0.0411916,0.898187,2.01388,1.52866,0.596491,0.146029
"DKFZp434J0226",0.129231,0.12745,0.0594338,0.708968,0.301409,0.20362,0.283469,0.17225
"DKFZP434K028",2.28934,1.58957,1.36305,1.73413,1.20504,1.196,0.819566,2.68602
"DKFZP434L187",1.14865,1.03628,0.478917,1.43218,0.967216,1.5968,0.999362,1.04047
"DKFZp434L192",0.457135,0.476684,0.606081,1.68566,0.505517,0.824873,0.536558,0.658446
"DKFZp451A211",1.83134,1.26396,1.31358,0.967872,1.17789,1.1198,0.782171,1.40157
"DKFZp451B082",1.06091,1.1198,0.871726,1.38241,1.00625,0.883141,0.960177,0.834771
"DKFZp547G183",1.54688,3.10735,2.16051,1.72806,0.996415,2.44375,3.17996,3.24831
"DKFZp547J222",1.07079,0.640542,0.735786,2.16814,2.01994,1.39483,1.05545,1.06051
"DKFZP547L112",0.187254,0.534922,0.29033,0.0657595,0.465368,-0.0125995,-0.0411137,0.756556
"DKFZP564C196",0.306375,0.115968,0.111065,1.1151,1.26467,0.294851,0.0277239,0.246434
"DKFZp564H213",0.865127,0.982607,0.576413,1.08058,2.0433,1.04172,1.11598,0.752016
"DKFZp566F0947",0.898212,0.168733,0.507535,0.427029,0.470291,0.666363,0.189707,0.440342
"DKFZP586I1420",1.19471,3.35926,2.5576,1.64779,1.19177,1.06865,4.08877,2.25078
"DKFZp667E0512",1.3426,1.20504,1.72032,0.254273,2.51517,2.44859,1.28454,1.02927
"DKFZp667F0711",0.879976,0.616907,0.786639,0.961122,0.852878,1.23234,1.36288,1.57369
"DKFZp686A1627",0.177617,-0.049084,-0.0275267,0.878562,0.392278,0.179803,0.365517,0.284597
"DKFZp686L14188",1.97911,1.05001,1.42387,2.13978,1.32651,1.21104,1.42422,1.43475
"DKFZp686O1327",2.30116,2.99735,2.61857,2.28974,3.4343,1.5968,2.07291,2.44101
"DKFZP761C1711",1.26106,0.920528,1.17128,1.47953,1.10132,1.13008,1.01882,0.872035
"DKFZp761D1918",0.202656,0.468212,0.163532,0.884348,0.197624,0.557569,0.491716,1.01168
"DKFZp761E198",0.960072,1.10392,0.796224,0.783213,0.890846,0.914577,0.756566,0.671093
"DKFZp761P0212",2.55904,2.58144,2.6221,2.18239,2.77655,2.27533,2.58519,3.6063
"DKFZp779M0652",0.596513,0.45489,0.397067,0.825052,1.16647,0.284067,0.90868,0.78217
"DKK1",0.749515,0.315207,0.277073,1.32083,0.799896,0.351496,1.04678,0.580316
"DKK2",0.614023,0.616613,-0.0698521,1.86261,0.188354,3.28994,0.194223,0.705173
"DKK3",7.63339,7.77643,8.32556,7.85157,4.99435,9.31904,3.10017,4.23503
"DKK4",1.41371,0.778266,0.996163,1.03938,0.931136,0.782534,1.15482,0.936106
"DKKL1",0.584901,0.435949,0.468541,0.377397,0.576402,0.446097,0.523134,0.684101
"DLAT",1.4454,1.28755,2.02535,1.78327,2.44506,1.80944,2.08694,2.28265
"DLC1",4.50029,3.53265,5.6995,4.29791,4.35304,3.34619,3.90219,3.8697
"DLD",2.30888,4.09792,3.49539,3.1812,1.87429,2.80924,5.56318,4.53678
"DLEC1",0.675205,0.633639,0.412163,0.8172,0.930601,1.33137,0.262751,0.716311
"DLEU1",1.49062,1.41163,1.71662,2.17455,2.06843,1.10702,2.01527,1.39512
"DLEU2",3.25915,3.29386,3.27081,3.74546,4.09622,3.8838,2.91406,2.99242
"DLEU2L",0.20564,0.139542,0.602267,0.803134,0.552269,0.0424073,1.28365,0.242175
"DLEU7",0.537469,0.596513,0.190001,0.402154,0.315542,0.657794,0.09892,0.791059
"DLG1",3.95966,4.53304,3.81209,4.45616,3.98477,2.64567,4.62739,3.88363
"DLG2",1.16822,2.10762,1.13772,1.01702,1.3404,1.95536,0.604112,1.40716
"DLG3",2.39364,2.23748,1.64354,2.94552,2.99329,1.5968,1.8925,2.4275
"DLG4",3.65154,2.8575,2.77062,3.50049,2.68555,1.94553,1.62254,1.63405
"DLG5",5.87907,6.23216,6.4791,5.33177,5.27748,6.72187,5.99483,6.07377
"DLGAP1",0.779862,0.681767,1.07819,1.10571,0.837433,1.65293,0.572077,0.955633
"DLGAP2",1.30737,0.911768,1.13406,0.842021,1.13821,1.26454,0.974309,1.17852
"DLGAP3",1.58768,1.42369,1.70867,2.28052,1.78734,1.25156,1.6334,1.48236
"DLGAP4",7.33955,8.4716,7.72826,8.12163,7.99132,8.16529,6.64215,9.01651
"DLGAP5",0.429896,0.588363,0.240704,0.471924,0.776655,0.338032,0.357193,0.688878
"DLK1",0.302729,0.34874,0.255259,0.463471,0.69274,0.611206,0.821866,1.1842
"DLK2",1.46021,1.70737,1.36269,1.38676,1.37517,1.5968,0.771523,1.33492
"DLL1",1.65612,2.12167,1.93543,1.41381,1.25797,2.25292,2.32184,2.21693
"DLL3",2.64086,2.21613,2.0203,2.56959,2.53934,2.05005,2.43455,2.23621
"DLL4",0.663698,0.415688,0.231033,0.408616,-0.0211932,0.4502,0.253664,0.537054
"DLST",1.75341,1.37324,1.16063,1.04519,1.24386,2.57359,2.06278,2.2003
"DLX1",0.70006,0.855213,0.475416,1.30328,1.91273,1.00101,0.602335,1.02475
"DLX2",0.94086,0.265534,0.274101,1.20141,0.699531,1.72279,0.28866,0.0145285
"DLX3",0.523479,0.0783095,0.364859,0.436025,1.09056,0.400594,0.590305,0.555885
"DLX4",1.84176,1.9408,1.51537,2.44964,1.44632,1.60991,1.63223,2.13543
"DLX5",0.552023,0.687682,0.569194,0.795173,0.720136,0.0875401,0.207409,0.435845
"DLX6",0.830494,0.281887,0.743552,0.830717,1.06839,2.12249,-0.0797579,0.66463
