"gene_symbol","module_color","MM","MM_pvalue","GS","GS_pvalue"
"C5AR1","salmon",0.932740481429563,0.000722822743339681,0.557111502310533,0.15143127269701
"RGS16","salmon",0.75058987859025,0.0318932205691342,0.534529037317788,0.172302027506554
"TLR2","salmon",0.757290196519415,0.0295531962133288,0.822085146923144,0.0122673365543143
"CREB3L1","salmon",0.857775952943574,0.00644680505546861,0.731104368074567,0.039330835610028
"PLTP","salmon",0.751299199631444,0.0316403017386216,0.468878618452068,0.24120630405725
"SMAP2","salmon",0.775818901400621,0.0236432609774516,0.665812609540145,0.0714829136765927
"TMEM119","salmon",0.773718278904649,0.0242726110165006,0.583248495159285,0.1291096202914
"LOXL2","salmon",0.873345628974085,0.00460900003994758,0.871940377454947,0.00475886985340686
"ABL2","salmon",0.869609119217363,0.00501433873550816,0.778151956242678,0.0229562519131914
"COL3A1","salmon",0.813003167749803,0.014140267777966,0.887833296442381,0.00323788958290517
"EDEM1","salmon",0.875804427685526,0.00435413622758852,0.706590870571684,0.0500674488536506
"BHLHE40","salmon",0.941032975824104,0.000490185112616041,0.576883255636336,0.134364088979213
"SERPINE2","salmon",0.49180415410132,0.215769590434609,0.62833798376491,0.0952297999799937
"MYC","salmon",0.937997090993662,0.000568536670904755,0.817120239006265,0.0132704326123408
"MXD1","salmon",0.895890665158721,0.00260535271429219,0.564123795328779,0.145249128366858
"FGF14","salmon",0.762810985857026,0.0277069008200097,0.511871503793762,0.194709213943593
"RARRES1","salmon",0.185391316985901,0.660274015763222,0.517500026804486,0.189006442130531
"RARRES2","salmon",0.904018155331283,0.00205450805413169,0.810773445771603,0.0146259469107849
"BTBD19","salmon",0.88144146524457,0.00380451583739466,0.579229644557292,0.13241354813993
"LDLR","salmon",0.859815315002479,0.00618337795960332,0.416314599847813,0.304913922762965
"CXCL3","salmon",0.870055223685523,0.00496478792877522,0.45257686615424,0.26017244689314
"SH3PXD2A","salmon",0.771699432247601,0.0248871449969747,0.579930937114646,0.131833652224378
"CHMP1B","salmon",0.887998906269745,0.00322398559839335,0.561826925174167,0.147258470017099
