"gene_symbol","module_color","MM","MM_pvalue","GS","GS_pvalue"
"MFRP","salmon",0.923005830136871,0.00107619593609106,0.708725455744394,0.0490699802261479
"NFYB","salmon",0.717125366261776,0.0452614849310884,0.86492985273402,0.00555331174927092
"C2","salmon",0.820109821375238,0.0126604717792949,0.903988000579611,0.0020563969453191
"C6orf145","salmon",0.747247206242258,0.0331017754892574,0.461484491831021,0.249719282502126
"KIF13A","salmon",0.794321660693397,0.0185348684677201,0.457994060076949,0.253789684319322
"PHACTR1","salmon",0.716109422590716,0.0457122647533275,0.346447382333661,0.400517813469843
"ERF","salmon",0.836581456376683,0.0096169581155588,0.456344990800978,0.2557242730659
"PRKCSH","salmon",0.775684530306549,0.0236832121817514,0.642848067593066,0.0855647490578673
"ITGA5","salmon",0.831449243423135,0.0105087634888855,0.560633026632877,0.148308922334559
"CNST","salmon",0.649393359428805,0.0814002167137227,0.44359792963308,0.270926017966588
"MICAL1","salmon",0.69036541578817,0.0580472001838162,0.870764858273357,0.00488661557436069
"TPM1","salmon",0.788347483507289,0.0200999970861529,0.85930021612391,0.00624925089667231
"VNN2","salmon",0.679745788516067,0.0636553372054926,0.663150378098264,0.0730397340815518
"IL18RAP","salmon",0.587316151455765,0.125813037965183,0.413187178383113,0.308933946904173
"PPIC","salmon",0.794952647476676,0.0183741673927246,0.801431267493929,0.0167744110296605
"SPATA2L","salmon",0.510176018898119,0.196444668369571,0.321300831090542,0.437738418829654
"BOLA2B","salmon",0.620779938638607,0.100501699043105,0.606052667636978,0.11124428165922
"SERPINA3","salmon",0.68987099807653,0.0583014856865168,0.436982046358891,0.278987466785468
"NTM","salmon",0.761360222761127,0.028184973431087,0.73481791087755,0.0378396931471128
"PKM2","salmon",0.841526533131234,0.00880460258831849,0.893659217898434,0.00277167644801424
"HCLS1","salmon",0.796785237512377,0.0179123868052309,0.745006109401634,0.0339275259436751
"DDX3X","salmon",0.75755003728919,0.029464650133773,0.593066600149716,0.121234105549721
"KCNK2","salmon",0.586644794715302,0.1263538408058,0.4601403453152,0.251282849418328
"COQ10B","salmon",0.682971993798492,0.0619190612144189,0.507290221685745,0.199417201175888
"ZFAND5","salmon",0.591521849818116,0.122454780287744,0.29975762379049,0.470715144639259
"NR4A1","salmon",0.554175923558834,0.154061406518882,0.267617296513068,0.521660921920999
"AUTS2","salmon",0.583477495323578,0.128922761416926,0.412915197711197,0.309284743649601
"RUNX2","salmon",0.761621075774194,0.028098642056716,0.553847566401088,0.154357141838833
"FOXF1","salmon",0.732935585213911,0.0385911410311491,0.70033176750254,0.0530620984704132
"COPA","salmon",0.580982219469799,0.130967010452682,0.650456730340855,0.0807350406277746
"NTNG2","salmon",0.557735763422205,0.150875166788112,0.434515177966885,0.282023098250978
"IFRD1","salmon",0.837645078993976,0.00943837798625373,0.475023147489808,0.234246073104038
"KLHL6","salmon",0.890962626655851,0.00298164889018355,0.68223756779084,0.0623118095680095
"PIAS2","salmon",0.70315089854304,0.0517003689851388,0.401535845145832,0.32413105133629
"S1PR2","salmon",0.709727486941925,0.0486059015439914,0.446833409304086,0.267026120710451
"SRA1","salmon",0.829077578128051,0.0109379413523606,0.64852362829927,0.0819466318439599
"NEK6","salmon",0.609759807770226,0.108481529966582,0.48914468813065,0.218645508436778
"IGFBP4","salmon",0.818486750603546,0.0129893786019735,0.858552016776598,0.00634573078981033
"BAG2","salmon",0.258069956274424,0.537173930746318,-0.0370329396510512,0.930626697538862
"MLLT11","salmon",0.87706759767484,0.00422681019097541,0.70636197459774,0.0501751266110142
"C1QTNF3","salmon",0.692010920636173,0.0572056646172114,0.695816759224551,0.0552873343021077
"TRPS1","salmon",0.836014597872563,0.00971300214742287,0.769755895164704,0.0254877684110152
"RPRML","salmon",0.495566111100794,0.211735235587001,0.722078384765899,0.0431023415713513
"CD44","salmon",0.803712099925912,0.0162327826693417,0.647805450522134,0.0823994393452713
"PELI1","salmon",0.913546287180545,0.00151250597059065,0.822573717640366,0.0121713050715888
"ISG20","salmon",0.898526283295733,0.0024174006056681,0.670006233534453,0.0690705088020066
"LOC100289049","salmon",0.564759610759771,0.144695595154563,0.19115990829384,0.650211182286294
"TPI1","salmon",0.719819744604863,0.0440790213855334,0.660064081619937,0.0748692597033096
"TMED3","salmon",0.632712345918931,0.0922530560081817,0.728035719190325,0.0405895761977497
"SORL1","salmon",0.813994623771711,0.0139276141747228,0.651894934203447,0.0798404555990068
"DGKA","salmon",0.905122132037543,0.0019861282975147,0.799249003612476,0.0173031017240037
"CA1","salmon",0.484305130948818,0.223929567553775,0.2420007225625,0.56365316013948
"PRAF2","salmon",0.747933641411898,0.0328513422995985,0.649201603190258,0.081520505886315
"SPON1","salmon",0.678022386199737,0.0645945268762251,0.808978960017507,0.015024341920791
"STON1","salmon",0.672629997967068,0.0675859531899713,0.394277561235354,0.333771924225838
"PLK3","salmon",0.727027415014409,0.0410084444116745,0.35472983209528,0.388571277960029
"IL1B","salmon",0.816892487533492,0.0133176440660318,0.37510707508386,0.359863797671992
"MUC1","salmon",0.355941443707203,0.386836972251531,0.586072793152875,0.12681563548134
"MGAM","salmon",0.701848583742301,0.0523267899488532,0.408626178912712,0.314841736164226
"DNAJC1","salmon",0.938176775786697,0.000563685752158641,0.848469013893163,0.00773989037026671
"CCNH","salmon",0.713025510101023,0.0470971728337119,0.254444803441354,0.543107681620948
"ITGA4","salmon",0.882633542757878,0.00369434846141218,0.872073211818713,0.00474457102637587
"SULF2","salmon",0.562049275701753,0.147063288792889,0.629793082049523,0.0942335572411726
"MANF","salmon",0.746081160159347,0.0335298598322617,0.775063074168102,0.0238685279273693
"FGFR2","salmon",0.628214667889103,0.0953145065163133,0.710860800127282,0.0480842174750429
"PANX1","salmon",0.789016841268099,0.0199206895926304,0.467863692605,0.242365947042064
"SH3BP4","salmon",0.743109048406213,0.0346362703039963,0.440376235848163,0.274837094332207
"FOSL2","salmon",0.719250153763496,0.0443274169528853,0.528843204506311,0.177787427205974
"SGCD","salmon",0.874753914861504,0.00446188550393088,0.730102972809979,0.0397389534653932
"KGFLP1","salmon",0.777156045891136,0.023247977820811,0.525977639433879,0.180586995957971
"KGFLP2","salmon",0.777156045891136,0.023247977820811,0.525977639433879,0.180586995957971
"LCP2","salmon",0.926562435439375,0.000936402001939789,0.762201698187838,0.0279070663014021
"MAP3K7","salmon",0.855906308764861,0.00669451905591939,0.751310507047495,0.0316362799173513
"C14orf37","salmon",0.94603689119327,0.000377125633324282,0.878929568208695,0.00404353629105063
"ELF1","salmon",0.755268577917656,0.0302476980268989,0.762175858498269,0.0279155749015435
"PDXK","salmon",0.602781604484505,0.113714867282122,0.686874125228237,0.0598570161824234
"CPXM1","salmon",0.650174710654589,0.0809111437241633,0.615152234826812,0.10453328608953
"PLEKHG2","salmon",0.803486155432333,0.0162859408268155,0.496011009324564,0.211260744846238
"SNAI2","salmon",0.796629005103776,0.0179514683140247,0.832918289487379,0.0102483613977172
"LAIR1","salmon",0.737475547231453,0.0367940194831545,0.830328118345789,0.0107102869388344
"AMICA1","salmon",0.868722348426479,0.00511377675919658,0.981358878229856,1.59685120314554e-05
"SMCHD1","salmon",0.87954706516014,0.00398390711191459,0.731329682888245,0.0392393616314169
"CCDC9","salmon",0.43348127898564,0.283300160711658,0.576651494363224,0.134557613351144
"ALAS2","salmon",0.701872889300719,0.0523150573759441,0.606600656744932,0.110833403605531
"CILP2","salmon",0.845002986264978,0.00826052820660589,0.643422079148863,0.085194685610946
"RRBP1","salmon",0.83854961277053,0.0092881773564525,0.798180492189211,0.0175657227661864
"MCL1","salmon",0.831017990488464,0.0105859947056258,0.426241011653569,0.292322150626918
"CEBPD","salmon",0.910255090492325,0.00168760030695127,0.726109233445663,0.0413921474064395
"PSD3","salmon",0.864126477415649,0.00564941909635485,0.808710562501372,0.0150845084291156
"TGFB3","salmon",0.600710684476058,0.115294921590497,0.545156164004948,0.162297869001893
"PTPN6","salmon",0.742214360908082,0.0349736413783986,0.790513748331627,0.0195233168322999
"CHPF","salmon",0.736951584925544,0.0369987646619954,0.719643201670998,0.0441559205387487
"SAMSN1","salmon",0.787406389241608,0.0203537936917352,0.477839569900884,0.231090541511785
"MIDN","salmon",0.819326723712493,0.0128184980722945,0.508887009373994,0.19776950990001
"P4HB","salmon",0.769431149445511,0.0255889918648884,0.532483362934005,0.174264938090972
"OLFML3","salmon",0.823436613912386,0.0120028603602263,0.803560424708422,0.0162684554043358
"PLOD1","salmon",0.79542021942854,0.018255648827842,0.861401714818858,0.00598329977843956
"ATP10A","salmon",0.766922635711286,0.0263792786330736,0.864690113034935,0.0055818810576091
"LRRC32","salmon",0.461073643857767,0.250196675936017,0.0619846771562825,0.884076076382269
"FAS","salmon",0.400163180076594,0.325944146312439,0.539197810837067,0.167867040330783
"PNP","salmon",0.940072868858592,0.000514142595550202,0.779155089961871,0.022664718439488
"IFI30","salmon",0.726277931380522,0.041321486812255,0.722194191305744,0.0430526213489601
"ZNF469","salmon",0.824702822827682,0.0117583642967885,0.917954425559371,0.00129715228949753
"EME1","salmon",0.405284876530755,0.319203395406352,0.574438059726441,0.136413678574157
"DMWD","salmon",0.864683468003037,0.00558267427188359,0.63460034485342,0.0909851066172952
"BCAT1","salmon",0.904902939170904,0.00199958554094148,0.815113929283851,0.0136899715833459
"PNPLA8","salmon",0.816890610156151,0.0133180336738218,0.48242284000569,0.226002345169856
"VGLL4","salmon",0.892403865094891,0.00286819218199199,0.758463515873437,0.0291546603491356
"AKAP13","salmon",0.960811221513763,0.000146073792444186,0.859985918499458,0.00616165889272838
"VCPIP1","salmon",0.698166532237295,0.0541224132630976,0.645447612456722,0.0838962733654423
"MPP1","salmon",0.838943053826857,0.00922332228713749,0.679171715782216,0.0639672798534059
"TMED10","salmon",0.734687497726353,0.0378914657190932,0.603793519534735,0.112947294043135
"TMED10P1","salmon",0.734687497726353,0.0378914657190932,0.603793519534735,0.112947294043135
"ZNF275","salmon",0.631229060991093,0.0932563205025102,0.221398792357102,0.598243279034089
"STC2","salmon",0.833837355770265,0.0100875494271347,0.537829025022827,0.169160811490207
"FAM20A","salmon",0.706714304126008,0.0500094406682452,0.474053045721251,0.23533804885947
"CHSY1","salmon",0.866107789183049,0.00541430131217995,0.641214025106719,0.0866233156937419
"ODZ3","salmon",0.27375351248513,0.511779821204368,-0.025263170133267,0.952651706711932
"CHD8","salmon",0.491604277874712,0.215985047560396,0.177312714388003,0.674441280568295
"SLCO2B1","salmon",0.691234005230933,0.0576020772015324,0.768486992931186,0.0258846970759103
"CALD1","salmon",0.783923557578951,0.021310382112868,0.848224219268203,0.00777595440023929
"AMMECR1","salmon",0.507285493713742,0.199422090570612,0.628664180890933,0.0950059419822239
"PAQR6","salmon",0.568832186810144,0.141177720574807,0.152213834850902,0.718976731454301
"MFGE8","salmon",0.71756376418752,0.0450677984292329,0.636824810193956,0.0895041938758382
"GAL3ST4","salmon",0.568296154714456,0.141638007951059,0.783920925011264,0.0213111155329402
"ORMDL2","salmon",0.618672618523224,0.102000720329225,0.280462879614689,0.501057671361715
"IL4R","salmon",0.52005687774261,0.186445584137274,0.288924588123463,0.487659733524433
"HBD","salmon",0.458779710898008,0.252870601477724,0.423622941858803,0.295618314971354
"CHPF2","salmon",0.867421643151302,0.00526190706534092,0.628883358350953,0.0948556983731072
"LBH","salmon",0.83202464185431,0.0104062752625547,0.896577385639128,0.0025555014331435
"SFT2D2","salmon",0.871671650616208,0.00478788130175801,0.68269101665009,0.062069144950109
"TPM4","salmon",0.87446301422559,0.00449202275766465,0.905899529529953,0.00193887487367411
"HCFC1R1","salmon",0.786512915882155,0.0205965868468219,0.640241082135408,0.0872571992242794
"INPP5D","salmon",0.808656270138077,0.0150966974934053,0.94231421342784,0.00045937245187788
"NRK","salmon",0.839618094258053,0.00911271997886983,0.763788165050619,0.0273877278831923
"CR1L","salmon",0.630269858646976,0.0939084416804443,0.345974332852874,0.401204896804093
"LIN7A","salmon",0.81265414442679,0.0142156116662086,0.81802312971237,0.0130843076651955
"WBP5","salmon",0.78980681936501,0.019710357691543,0.755431269740641,0.0301914399185539
"TSPAN33","salmon",0.63542497581754,0.0904344779990709,0.578375749683146,0.133121547005072
"MOP-1","salmon",0.668857919473405,0.0697262326666039,0.404287274199039,0.320511146910085
"CD83","salmon",0.774936567400619,0.0239063615033133,0.445855709543612,0.268201639063057
"CNN2","salmon",0.910017941473821,0.00170070171965241,0.613984818425254,0.105380970920476
"MIR770","salmon",0.351117171040201,0.39376268943464,-0.0187955596544379,0.96476662472444
"PALLD","salmon",0.957359887857155,0.000187672939055441,0.792858461840524,0.0189108904347297
"B3GNT5","salmon",0.671919031854488,0.067986345556364,0.289495067221374,0.48676153770032
"C17orf96","salmon",0.832522125118654,0.0103181775828798,0.481799005101029,0.226691482612929
"ZNF548","salmon",0.718143998107126,0.0448122195012771,0.519716501603821,0.186785420848568
"PPFIA1","salmon",0.860875808155193,0.00604916101645922,0.558304946780335,0.150369104174238
"LOC284889","salmon",0.736263916684723,0.0372685322655882,0.68541422297733,0.0606236272399533
"ATF6","salmon",0.683560493542904,0.0616054136517927,0.714035929000399,0.0466406707139535
"RNF24","salmon",0.736180001784043,0.0373015333434151,0.437844975532096,0.277929386969289
"XRN2","salmon",0.779488486965615,0.0225683375539093,0.627771428532045,0.0956193288607343
"RHOB","salmon",0.817918829058284,0.0131057239172008,0.612399932771272,0.106538046264738
"LOC100132910","salmon",0.696078137224008,0.0551570199056722,0.447893153188763,0.26575485387814
"BEST1","salmon",0.841260295661949,0.0088471826336291,0.525701819142415,0.180857700563869
"STK17B","salmon",0.625020659921898,0.0975236103472165,0.536693889359257,0.170237811834571
"QPCT","salmon",0.0840996730238278,0.843055055937749,0.169138063475754,0.688862532985323
"CACNA2D1","salmon",0.729926258084152,0.0398112394453505,0.562892588079091,0.146324317687932
"RGS10","salmon",0.64938874487857,0.0814031102165406,0.515022445136645,0.191505630154153
"SIGMAR1","salmon",0.595808723366256,0.119084203662507,0.632590632937087,0.0923351443946689
"SURF4","salmon",0.644017862617428,0.0848115713127095,0.225857195800994,0.590698998562064
"LOC158257","salmon",0.831711268286667,0.0104620134749484,0.553337372724375,0.154817264454311
"ST5","salmon",0.562475479176335,0.146689562240469,0.610420421178668,0.107993352729456
"MARCKS","salmon",0.851744507968084,0.00726755816953088,0.80313774716808,0.0163681248600778
"RPS16P5","salmon",0.804806242735024,0.0159769025031126,0.379020303838031,0.354464578082698
"PHYHIP","salmon",0.542596331235555,0.164678012311867,0.418368362394488,0.30228771860584
"RSPH3","salmon",0.770512400432143,0.0252529269885497,0.722033701565827,0.0431215350889348
"PLXNC1","salmon",0.59142842506066,0.122528826006461,0.366769809138355,0.371490141333264
"ADAM19","salmon",0.835244878328154,0.00984438871467467,0.732646466569868,0.0387073586163134
"CKS2","salmon",0.664505121834952,0.0722450417739132,0.409632630065216,0.313533517225926
"SLC20A1","salmon",0.869403928338228,0.00503723638800861,0.821054664382682,0.0124714495004123
"MARVELD1","salmon",0.889433359420402,0.00310516545945415,0.65241793043606,0.0795165860371486
"PADI2","salmon",0.39483900260082,0.333021470900962,0.184852258157065,0.661216662117601
"SEMA3D","salmon",0.160621706454655,0.703974124915959,0.369327187250764,0.367906155140617
"SNED1","salmon",0.44034278434427,0.274877848964996,0.351820600390692,0.39274948877271
"C1orf38","salmon",0.889571097041859,0.00309390760182918,0.621987906829624,0.0996481536108023
"CPM","salmon",0.407258468084963,0.316623676756241,0.0970864279997773,0.819103606347725
"SEC61A1","salmon",0.750458709947137,0.0319401261055605,0.727262401522279,0.0409105932720211
"SPHK1","salmon",0.722655254345111,0.0428550137304157,0.506904024684568,0.199816791857727
"CNN3","salmon",0.723340252908488,0.0425624455962958,0.921053514238761,0.00115841060359039
"TULP2","salmon",0.739038113065075,0.0361875363285374,0.451091141013796,0.26193684977488
"THSD4","salmon",0.332369577322716,0.42118190438414,0.55482115855799,0.153481179320655
"RASSF5","salmon",0.822615435676177,0.012163127223147,0.657208957568079,0.0765854418182577
"PDGFA","salmon",0.75020925125093,0.0320294485621934,0.746110647043633,0.0335189929300221
"NLRP3","salmon",0.713641964414622,0.0468183429417463,0.777858746386246,0.0230419026313441
"LAYN","salmon",0.640153490056131,0.0873143980556479,0.543598526543185,0.16374392489996
"C5orf46","salmon",0.88772577823626,0.0032469371115239,0.764397423967914,0.0271898813032286
"COX15","salmon",0.860764469627532,0.0060631636058896,0.652020285546834,0.0797627607282963
"RAB27A","salmon",0.918403825124774,0.00127639639836597,0.843820219534939,0.00844315810480066
"PPP1R10","salmon",0.915591590374519,0.00140990542484552,0.715583925804566,0.0459464900636826
"MEG3","salmon",0.478244490505291,0.230638669152449,0.264589598748372,0.526562334542888
"SEC23IP","salmon",0.795382293401464,0.0182652443275801,0.537023678362946,0.169924532151081
"AP3B1","salmon",0.793175700777572,0.0188289636950472,0.470477424196392,0.239385259715929
"DEPDC6","salmon",0.748162032978786,0.0327682761351327,0.739868792622258,0.0358676238223257
"DIAPH3","salmon",0.240480928529366,0.566180745697414,0.528611917530187,0.178012517476909
"SNX25","salmon",0.696411921658247,0.0549908733553665,0.76018447589378,0.0285761246494686
"PIM1","salmon",0.870636723853108,0.00490067176056425,0.859442586614113,0.00623099929969514
"ARPC4","salmon",0.825186315253472,0.0116658430123962,0.773460640932433,0.0243505062077277
"MFAP2","salmon",0.805357533233316,0.0158489407573073,0.741478761320463,0.0352525221013243
"ENC1","salmon",0.602640661214756,0.113822011542938,0.309536339397793,0.4556256833428
"DLC1","salmon",0.814849365647692,0.0137459094066157,0.467710733439628,0.242540961362333
"PRPF38A","salmon",0.798147949279071,0.0175737601123782,0.721153413018851,0.0435007158384622
"TNFRSF12A","salmon",0.757448627677264,0.0294991880880365,0.774325781653822,0.0240895483118536
"C19orf29","salmon",0.740881963298921,0.0354797756635957,0.518532191108637,0.187970422732926
"DCBLD2","salmon",0.889613238035746,0.00309046852420763,0.804262247215717,0.016103804476578
"SLC31A1","salmon",0.912408695307386,0.00157161798284542,0.802567377158536,0.0165032265636992
"CD276","salmon",0.708842195431736,0.0490157770127784,0.593326002418501,0.121029798473981
"IVNS1ABP","salmon",0.938735989867313,0.000548762616585115,0.786168441125478,0.0206906741434884
"SETD8","salmon",0.715775953216573,0.0458608154688349,0.763575208219531,0.0274570909088991
"BNC2","salmon",0.543508708937704,0.163827520943419,0.252432563749004,0.546411512945913
"SCLT1","salmon",0.740857578070942,0.0354890802445587,0.303509476807825,0.464902277528138
"RNF217","salmon",0.788307260975883,0.020110803811715,0.765594137090653,0.0268038429593644
"LOC100272216","salmon",0.778460123293695,0.0228664453161004,0.713210691010501,0.0470133082890845
"ENTPD7","salmon",0.766613095393424,0.0264778281010932,0.726024145656179,0.0414278149622336
"HEXA","salmon",0.843654720987416,0.00846891558361772,0.778897110228961,0.0227394722760575
"SCO2","salmon",0.946995015670482,0.00035765419625257,0.840064612307117,0.00904002540262504
"DR1","salmon",0.560694211975826,0.148254988460112,0.504359437761631,0.202460156393143
"TMEM200A","salmon",0.310732366155778,0.453793779030576,0.063386702832201,0.881467898202043
"C1QTNF7","salmon",0.776236640115898,0.0235193259939929,0.887305921549582,0.00328242389274099
"MYADM","salmon",0.864971514724654,0.00554835655398455,0.451285923427174,0.261705192979748
"JAM3","salmon",0.672194968139024,0.0678307816006286,0.584143446293241,0.128380220810605
"SLC2A13","salmon",0.610743364694473,0.107755161508555,0.741738080919038,0.0351540542703283
"CKAP5","salmon",0.785396009905716,0.0209026221520377,0.800357813924815,0.0170331894368317
"FBLN7","salmon",0.843660364954188,0.00846803635848231,0.617829742220174,0.102603852378464
"PROK2","salmon",0.678688162773869,0.0642307371017667,0.371271690744772,0.365191536019506
"METRNL","salmon",0.834440264108529,0.00998293132752979,0.401174014184946,0.324608516953418
"BDKRB2","salmon",0.649654446217619,0.0812366028098789,0.380183409251849,0.352866975357518
"KDM5B","salmon",0.892238832257423,0.00288103974325999,0.857036219809699,0.00654410055022338
"NT5DC2","salmon",0.816025309059456,0.0134983731592924,0.727963905465662,0.0406193226046705
"CTSA","salmon",0.861078582923641,0.0060237120919457,0.44589694521224,0.268152008407069
"RPS26","salmon",0.389388312017048,0.340340362998941,-0.131838285485669,0.755652685066269
"IRAK3","salmon",0.853217762124842,0.00706126533550088,0.644760324969672,0.0843355405087788
"SPARC","salmon",0.785270465423849,0.020937197543063,0.854707381859005,0.00685652209745001
"IKBIP","salmon",0.624535407353109,0.0978617792831766,0.794762183348382,0.0184225830727215
"LOC253039","salmon",0.484827958964091,0.223355577113791,0.119470288758112,0.778115603194476
"ARRDC1","salmon",0.586763338110442,0.126258255140412,0.663832031615054,0.0726392374723904
"SNHG5","salmon",0.208879249761765,0.619594189689533,0.25073620171329,0.549202292790357
"RNF149","salmon",0.918210303480848,0.00128530759945178,0.740543727729854,0.0356089680279405
"LRRC15","salmon",0.703246781040703,0.0516544277670831,0.641149374216529,0.0866653533294211
"COPZ2","salmon",0.855884610963347,0.00669742896453963,0.634402235604782,0.091117677533116
"NAF1","salmon",0.782103218131436,0.0218212752678961,0.385728018215597,0.345296560146468
"LOC440104","salmon",0.488315129222429,0.219546625226337,-0.000595987640156725,0.998882523439325
"GPR162","salmon",0.822398767444026,0.0122056377969178,0.638390447347652,0.0884703134794823
"LEPREL2","salmon",0.822398767444026,0.0122056377969178,0.638390447347652,0.0884703134794823
"ARMC9","salmon",0.328190927728331,0.427400733930095,0.415393464935884,0.306095342445315
"SS18","salmon",0.870374034984649,0.00492956953709341,0.829788584673764,0.0108081344056969
"KIF3A","salmon",0.597521703358454,0.117752177714572,0.171028475286773,0.685520120673988
"ST7","salmon",0.764848280150861,0.0270440429482849,0.52717494806444,0.17941441083019
"PER1","salmon",0.787018509320194,0.020458976177199,0.417571532900201,0.303305352381299
"SLC2A10","salmon",0.62527769841878,0.0973447546225776,0.636586573883858,0.0896621249542777
"SFXN3","salmon",0.360593304713395,0.380210147112292,0.0442386039355277,0.91716077575749
"TP53I3","salmon",0.758991707890085,0.0289763380741106,0.660243980343316,0.0747618878695413
"LOC285847","salmon",0.206667258221956,0.623391308738394,0.634947651867654,0.0907529646544554
"LOC651721","salmon",0.671672919070525,0.0681252735633495,0.612071184192999,0.106778958086219
"THOC4","salmon",0.744521790872225,0.0341076160282218,0.628559326088082,0.095077867175988
"COL4A2","salmon",0.767052428605008,0.0263380235484778,0.915998447452809,0.0013900528203386
"RAP1GDS1","salmon",0.828679883192564,0.0110109760542827,0.519388471852183,0.187113242637095
"DNAJB11","salmon",0.692743491222269,0.0568333739309409,0.889274569914042,0.00311817678371876
"GRK4","salmon",0.525900945130767,0.180662246011061,0.559047958979987,0.14970989482125
"TMC4","salmon",0.542735401331028,0.164548220887528,0.40839690210106,0.315140119643392
"CLEC4E","salmon",0.70091766953252,0.0527773409695472,0.596929104219924,0.118212030532414
"FAM57A","salmon",0.859864387144511,0.00617712570737891,0.671340442829655,0.0683132187522964
"FLNC","salmon",0.444101166577681,0.270317599693976,0.585653951622474,0.127154378094321
"XYLT1","salmon",0.800841483514924,0.0169162835619601,0.492529326543892,0.214988826868975
"ELMO1","salmon",0.474200800018505,0.235171564660066,0.641049317331599,0.0867304361693091
"TXLNA","salmon",0.891927436434385,0.00290538270204457,0.73730181182382,0.0368618320959562
"SMURF1","salmon",0.653102534673216,0.079093801099863,0.521273820662052,0.185233266586557
"FLJ32255","salmon",0.574384373694781,0.136458872417113,0.911589431824723,0.00161510677770762
"C17orf91","salmon",0.516542197861382,0.18997055692546,-0.0246812609747739,0.953741425927186
"GFM1","salmon",0.564829338572,0.144634961922365,0.694202887020415,0.0560960332407387
"THBS3","salmon",0.762937870396578,0.0276653279962979,0.833890335948442,0.0100783284451863
"LOC154761","salmon",0.670632419897782,0.0687144752725528,0.693810457102742,0.0562937381924501
"NXT1","salmon",0.414638746348552,0.307064951971527,-0.0184808018056471,0.965356385723123
"DPCD","salmon",0.763977105830947,0.0273262778372504,0.372861284196706,0.362979130005119
"KPNB1","salmon",0.688381881113658,0.0590713642445155,0.647286580313644,0.0827274892973405
"DSPP","salmon",0.826586205865586,0.0114005594329528,0.684649294452328,0.0610276184371659
"TMEM158","salmon",0.630390959905605,0.093825965480802,0.710404539860494,0.0482938344609667
"MAGI2","salmon",0.846760546273628,0.00799382366710519,0.629299209084903,0.0945710139731639
"DUXAP10","salmon",0.265068855370935,0.525785354916593,-0.230463567490761,0.582937901592664
"USP36","salmon",0.89734554056992,0.0025004754186706,0.702190833709806,0.0521617272455112
"BAX","salmon",0.697031248634694,0.0546833872541668,0.805602029162511,0.015792396605305
"SRP72","salmon",0.910001569241521,0.00170160864430401,0.89560593037034,0.00262620576860643
"C12orf44","salmon",0.830882562944959,0.0106103218043083,0.565367404236684,0.144167547728142
"BAG3","salmon",0.562365642192173,0.146785825281557,0.132345546132411,0.75473447241881
"SNAPC1","salmon",0.882054011797051,0.00374764589106365,0.58185354423001,0.130251137486229
"PRKCA","salmon",0.899726925200535,0.00233478160479231,0.602326292381648,0.11406119891521
"ZYX","salmon",0.887731582937764,0.0032464482363704,0.541553760700752,0.165652791705654
"ZNF324","salmon",0.593905878050943,0.120573785925068,0.33155728761895,0.422387765401545
"NR2C2","salmon",0.791561274796611,0.0192482027635131,0.672030503470969,0.0679234761276778
"FRAS1","salmon",0.37782397646638,0.356111248884533,0.426441247426525,0.292070790042912
"CLCF1","salmon",0.511409669597313,0.195181128710851,0.369083939958702,0.368246377068829
"ANGPTL4","salmon",0.542803209472292,0.164484957004274,0.415035318391748,0.306555281041347
"SDC1","salmon",0.290775390370205,0.484748080138057,0.318597504143391,0.441822520610641
"ADAMTS6","salmon",0.757576169800779,0.029455753991717,0.734882691088433,0.0378139921531911
